ObjectId,Branch,Month,Performance_Indicator,Quantity
450,Main,2020/02/18 00:00:00,Programs Attendance-Adult,1176
451,Main,2020/03/18 00:00:00,Programs Attendance-Adult,1624
452,Main,2020/04/18 00:00:00,Programs Attendance-Adult,1482
453,Main,2020/05/18 00:00:00,Programs Attendance-Adult,1455
454,Main,2020/06/18 00:00:00,Programs Attendance-Adult,678
455,Carnegie,2020/10/18 00:00:00,Programs Attendance-Adult,0
456,Meadows,2020/06/18 00:00:00,Programs Attendance-Children,466
457,NoBo,2020/12/18 00:00:00,Storytime Events,15
458,Carnegie,2020/11/18 00:00:00,Programs Attendance-Adult,0
459,NoBo,2020/02/18 00:00:00,Storytime Attendance,102
460,Meadows,2020/07/18 00:00:00,Programs Attendance-Children,300
461,Carnegie,2020/01/18 00:00:00,Storytime Events,0
462,Carnegie,2020/12/18 00:00:00,Programs Attendance-Adult,0
463,NoBo,2020/03/18 00:00:00,Storytime Attendance,188
464,Meadows,2020/08/18 00:00:00,Programs Attendance-Children,132
465,Carnegie,2020/02/18 00:00:00,Storytime Events,0
466,Main,2020/01/18 00:00:00,Storytime Events,47
467,NoBo,2020/04/18 00:00:00,Storytime Attendance,182
468,Meadows,2020/09/18 00:00:00,Programs Attendance-Children,201
469,Carnegie,2020/03/18 00:00:00,Storytime Events,0
470,Main,2020/02/18 00:00:00,Storytime Events,43
471,NoBo,2020/05/18 00:00:00,Storytime Attendance,175
472,Meadows,2020/10/18 00:00:00,Programs Attendance-Children,183
473,Carnegie,2020/04/18 00:00:00,Storytime Events,0
474,Main,2020/03/18 00:00:00,Storytime Events,49
475,NoBo,2020/06/18 00:00:00,Storytime Attendance,190
476,Meadows,2020/11/18 00:00:00,Programs Attendance-Children,282
477,Carnegie,2020/05/18 00:00:00,Storytime Events,0
478,Main,2020/04/18 00:00:00,Storytime Events,46
479,NoBo,2020/07/18 00:00:00,Storytime Attendance,195
480,Meadows,2020/12/18 00:00:00,Programs Attendance-Children,156
481,Carnegie,2020/06/18 00:00:00,Storytime Events,0
482,Main,2020/05/18 00:00:00,Storytime Events,48
483,NoBo,2020/08/18 00:00:00,Storytime Attendance,147
484,Reynolds,2020/01/18 00:00:00,Programs Attendance-Children,111
485,Carnegie,2020/07/18 00:00:00,Storytime Events,0
486,Main,2020/06/18 00:00:00,Storytime Events,46
487,NoBo,2020/09/18 00:00:00,Storytime Attendance,175
488,NoBo,2020/10/18 00:00:00,Storytime Attendance,267
489,NoBo,2020/11/18 00:00:00,Storytime Attendance,164
490,NoBo,2020/12/18 00:00:00,Storytime Attendance,134
491,Carnegie,2020/01/18 00:00:00,Storytime Attendance,0
492,Carnegie,2020/02/18 00:00:00,Storytime Attendance,0
493,Carnegie,2020/03/18 00:00:00,Storytime Attendance,0
494,Carnegie,2020/04/18 00:00:00,Storytime Attendance,0
495,Carnegie,2020/05/18 00:00:00,Storytime Attendance,0
496,Carnegie,2020/06/18 00:00:00,Storytime Attendance,0
497,Carnegie,2020/07/18 00:00:00,Storytime Attendance,0
498,Carnegie,2020/08/18 00:00:00,Storytime Attendance,0
499,Carnegie,2020/09/18 00:00:00,Storytime Attendance,0
500,Carnegie,2020/10/18 00:00:00,Storytime Attendance,0
501,Carnegie,2020/11/18 00:00:00,Storytime Attendance,0
502,Carnegie,2020/12/18 00:00:00,Storytime Attendance,0
503,Main,2020/01/18 00:00:00,Programs Offered-Children,14
504,Main,2020/02/18 00:00:00,Programs Offered-Children,26
505,Main,2020/03/18 00:00:00,Programs Offered-Children,27
506,Main,2020/04/18 00:00:00,Programs Offered-Children,38
507,Main,2020/05/18 00:00:00,Programs Offered-Children,21
508,Main,2020/06/18 00:00:00,Programs Offered-Children,31
509,Main,2020/07/18 00:00:00,Programs Offered-Children,24
510,Main,2020/08/18 00:00:00,Programs Offered-Children,12
511,Main,2020/09/18 00:00:00,Programs Offered-Children,24
512,Main,2020/10/18 00:00:00,Programs Offered-Children,40
513,Main,2020/11/18 00:00:00,Programs Offered-Children,32
514,Main,2020/12/18 00:00:00,Programs Offered-Children,42
515,Meadows,2020/01/18 00:00:00,Programs Offered-Children,11
516,Meadows,2020/02/18 00:00:00,Programs Offered-Children,14
517,Meadows,2020/03/18 00:00:00,Programs Offered-Children,14
518,Meadows,2020/04/18 00:00:00,Programs Offered-Children,20
519,Meadows,2020/05/18 00:00:00,Programs Offered-Children,15
520,Meadows,2020/06/18 00:00:00,Programs Offered-Children,16
521,Meadows,2020/07/18 00:00:00,Programs Offered-Children,12
522,Meadows,2020/08/18 00:00:00,Programs Offered-Children,11
523,Meadows,2020/09/18 00:00:00,Programs Offered-Children,13
524,Meadows,2020/10/18 00:00:00,Programs Offered-Children,12
525,Meadows,2020/11/18 00:00:00,Programs Offered-Children,14
526,Meadows,2020/12/18 00:00:00,Programs Offered-Children,11
527,Reynolds,2020/01/18 00:00:00,Programs Offered-Children,2
528,Reynolds,2020/02/18 00:00:00,Programs Offered-Children,9
529,Reynolds,2020/03/18 00:00:00,Programs Offered-Children,12
530,Carnegie,2020/08/18 00:00:00,Storytime Events,0
531,Reynolds,2020/04/18 00:00:00,Programs Offered-Children,17
532,Carnegie,2020/09/18 00:00:00,Storytime Events,0
533,Reynolds,2020/02/18 00:00:00,Programs Attendance-Children,266
534,Reynolds,2020/05/18 00:00:00,Programs Offered-Children,19
535,Carnegie,2020/10/18 00:00:00,Storytime Events,0
536,Reynolds,2020/03/18 00:00:00,Programs Attendance-Children,359
537,Reynolds,2020/06/18 00:00:00,Programs Offered-Children,16
538,Carnegie,2020/11/18 00:00:00,Storytime Events,0
539,Reynolds,2020/04/18 00:00:00,Programs Attendance-Children,445
540,Main,2020/07/18 00:00:00,Storytime Events,46
541,Reynolds,2020/07/18 00:00:00,Programs Offered-Children,11
542,Carnegie,2020/12/18 00:00:00,Storytime Events,0
543,Reynolds,2020/05/18 00:00:00,Programs Attendance-Children,1111
544,Main,2020/08/18 00:00:00,Storytime Events,50
545,Reynolds,2020/08/18 00:00:00,Programs Offered-Children,6
546,Main,2020/01/18 00:00:00,Storytime Attendance,2127
547,Reynolds,2020/06/18 00:00:00,Programs Attendance-Children,582
548,Main,2020/09/18 00:00:00,Storytime Events,46
549,Reynolds,2020/09/18 00:00:00,Programs Offered-Children,15
550,Main,2020/02/18 00:00:00,Storytime Attendance,1981
551,Reynolds,2020/07/18 00:00:00,Programs Attendance-Children,261
552,Main,2020/10/18 00:00:00,Storytime Events,48
553,Reynolds,2020/10/18 00:00:00,Programs Offered-Children,18
554,Main,2020/03/18 00:00:00,Storytime Attendance,2381
555,Reynolds,2020/08/18 00:00:00,Programs Attendance-Children,147
556,Main,2020/11/18 00:00:00,Storytime Events,43
557,Reynolds,2020/11/18 00:00:00,Programs Offered-Children,12
558,Main,2020/04/18 00:00:00,Storytime Attendance,2265
559,Reynolds,2020/09/18 00:00:00,Programs Attendance-Children,315
560,Main,2020/12/18 00:00:00,Storytime Events,41
561,Reynolds,2020/12/18 00:00:00,Programs Offered-Children,3
562,Main,2020/05/18 00:00:00,Storytime Attendance,2071
563,Reynolds,2020/10/18 00:00:00,Programs Attendance-Children,633
564,Meadows,2020/01/18 00:00:00,Storytime Events,25
565,Meadows,2020/02/18 00:00:00,Storytime Events,23
566,Meadows,2020/03/18 00:00:00,Storytime Events,28
567,Meadows,2020/04/18 00:00:00,Storytime Events,25
568,Meadows,2020/05/18 00:00:00,Storytime Events,27
569,Meadows,2020/06/18 00:00:00,Storytime Events,25
570,Meadows,2020/07/18 00:00:00,Storytime Events,25
571,Meadows,2020/08/18 00:00:00,Storytime Events,28
572,Meadows,2020/09/18 00:00:00,Storytime Events,23
573,Meadows,2020/10/18 00:00:00,Storytime Events,26
574,Meadows,2020/11/18 00:00:00,Storytime Events,24
575,Meadows,2020/12/18 00:00:00,Storytime Events,22
576,Reynolds,2020/01/18 00:00:00,Storytime Events,26
577,Reynolds,2020/02/18 00:00:00,Storytime Events,25
578,Reynolds,2020/03/18 00:00:00,Storytime Events,28
579,Reynolds,2020/04/18 00:00:00,Storytime Events,26
580,Reynolds,2020/05/18 00:00:00,Storytime Events,27
581,Reynolds,2020/06/18 00:00:00,Storytime Events,25
582,Reynolds,2020/07/18 00:00:00,Storytime Events,20
583,Reynolds,2020/08/18 00:00:00,Storytime Events,28
584,Reynolds,2020/09/18 00:00:00,Storytime Events,22
585,Reynolds,2020/10/18 00:00:00,Storytime Events,27
586,Reynolds,2020/11/18 00:00:00,Storytime Events,25
587,Reynolds,2020/12/18 00:00:00,Storytime Events,23
588,NoBo,2020/01/18 00:00:00,Storytime Events,17
589,NoBo,2020/02/18 00:00:00,Storytime Events,14
590,NoBo,2020/03/18 00:00:00,Storytime Events,17
591,NoBo,2020/04/18 00:00:00,Storytime Events,16
592,NoBo,2020/05/18 00:00:00,Storytime Events,16
593,NoBo,2020/06/18 00:00:00,Storytime Events,16
594,NoBo,2020/07/18 00:00:00,Storytime Events,17
595,NoBo,2020/08/18 00:00:00,Storytime Events,17
596,NoBo,2020/09/18 00:00:00,Storytime Events,14
597,NoBo,2020/10/18 00:00:00,Storytime Events,19
598,Main,2020/07/18 00:00:00,Programs Offered-Teen,10
599,NoBo,2020/01/18 00:00:00,Programs Offered-Children,3
600,Reynolds,2020/11/18 00:00:00,Programs Attendance-Children,239
601,Main,2020/06/18 00:00:00,Storytime Attendance,2232
602,NoBo,2020/02/18 00:00:00,Programs Offered-Children,3
603,Reynolds,2020/12/18 00:00:00,Programs Attendance-Children,81
604,Main,2020/07/18 00:00:00,Storytime Attendance,2095
605,NoBo,2020/03/18 00:00:00,Programs Offered-Children,4
606,NoBo,2020/01/18 00:00:00,Programs Attendance-Children,34
607,Main,2020/08/18 00:00:00,Storytime Attendance,1788
608,NoBo,2020/04/18 00:00:00,Programs Offered-Children,6
609,Main,2020/08/18 00:00:00,Programs Offered-Teen,9
610,NoBo,2020/02/18 00:00:00,Programs Attendance-Children,45
611,Main,2020/09/18 00:00:00,Storytime Attendance,2155
612,NoBo,2020/05/18 00:00:00,Programs Offered-Children,7
613,Main,2020/09/18 00:00:00,Programs Offered-Teen,12
614,NoBo,2020/03/18 00:00:00,Programs Attendance-Children,28
615,Main,2020/10/18 00:00:00,Storytime Attendance,2089
616,NoBo,2020/06/18 00:00:00,Programs Offered-Children,7
617,Main,2020/10/18 00:00:00,Programs Offered-Teen,13
618,NoBo,2020/04/18 00:00:00,Programs Attendance-Children,88
619,Main,2020/11/18 00:00:00,Storytime Attendance,2430
620,NoBo,2020/07/18 00:00:00,Programs Offered-Children,8
621,Main,2020/11/18 00:00:00,Programs Offered-Teen,12
622,NoBo,2020/05/18 00:00:00,Programs Attendance-Children,513
623,Main,2020/12/18 00:00:00,Storytime Attendance,1724
624,NoBo,2020/08/18 00:00:00,Programs Offered-Children,4
625,Main,2020/12/18 00:00:00,Programs Offered-Teen,12
626,NoBo,2020/06/18 00:00:00,Programs Attendance-Children,85
627,Meadows,2020/01/18 00:00:00,Storytime Attendance,280
628,NoBo,2020/09/18 00:00:00,Programs Offered-Children,3
629,Meadows,2020/01/18 00:00:00,Programs Offered-Teen,4
630,NoBo,2020/07/18 00:00:00,Programs Attendance-Children,91
631,Meadows,2020/02/18 00:00:00,Storytime Attendance,256
632,NoBo,2020/10/18 00:00:00,Programs Offered-Children,9
633,Meadows,2020/02/18 00:00:00,Programs Offered-Teen,4
634,NoBo,2020/08/18 00:00:00,Programs Attendance-Children,10
635,Meadows,2020/03/18 00:00:00,Storytime Attendance,364
636,NoBo,2020/11/18 00:00:00,Programs Offered-Children,7
637,Meadows,2020/03/18 00:00:00,Programs Offered-Teen,4
638,NoBo,2020/09/18 00:00:00,Programs Attendance-Children,23
639,Meadows,2020/04/18 00:00:00,Storytime Attendance,330
640,NoBo,2020/12/18 00:00:00,Programs Offered-Children,8
641,Meadows,2020/04/18 00:00:00,Programs Offered-Teen,3
642,NoBo,2020/10/18 00:00:00,Programs Attendance-Children,74
643,Meadows,2020/05/18 00:00:00,Storytime Attendance,398
644,Carnegie,2020/01/18 00:00:00,Programs Offered-Children,0
645,Meadows,2020/05/18 00:00:00,Programs Offered-Teen,10
646,Meadows,2020/06/18 00:00:00,Programs Offered-Teen,3
647,Meadows,2020/07/18 00:00:00,Programs Offered-Teen,3
648,Meadows,2020/08/18 00:00:00,Programs Offered-Teen,5
649,Meadows,2020/09/18 00:00:00,Programs Offered-Teen,9
650,Meadows,2020/10/18 00:00:00,Programs Offered-Teen,7
651,Meadows,2020/11/18 00:00:00,Programs Offered-Teen,5
652,Meadows,2020/12/18 00:00:00,Programs Offered-Teen,5
653,Reynolds,2020/01/18 00:00:00,Programs Offered-Teen,5
654,Reynolds,2020/02/18 00:00:00,Programs Offered-Teen,5
655,Reynolds,2020/03/18 00:00:00,Programs Offered-Teen,7
656,Reynolds,2020/04/18 00:00:00,Programs Offered-Teen,1
657,Reynolds,2020/05/18 00:00:00,Programs Offered-Teen,8
658,Reynolds,2020/06/18 00:00:00,Programs Offered-Teen,8
659,Reynolds,2020/07/18 00:00:00,Programs Offered-Teen,10
660,Reynolds,2020/08/18 00:00:00,Programs Offered-Teen,7
661,Reynolds,2020/09/18 00:00:00,Programs Offered-Teen,5
662,Reynolds,2020/10/18 00:00:00,Programs Offered-Teen,5
663,Reynolds,2020/11/18 00:00:00,Programs Offered-Teen,7
664,Reynolds,2020/12/18 00:00:00,Programs Offered-Teen,6
665,NoBo,2020/01/18 00:00:00,Programs Offered-Teen,0
666,NoBo,2020/02/18 00:00:00,Programs Offered-Teen,1
667,NoBo,2020/03/18 00:00:00,Programs Offered-Teen,2
668,NoBo,2020/04/18 00:00:00,Programs Offered-Teen,2
669,NoBo,2020/05/18 00:00:00,Programs Offered-Teen,3
670,NoBo,2020/06/18 00:00:00,Programs Offered-Teen,2
671,NoBo,2020/07/18 00:00:00,Programs Offered-Teen,1
672,NoBo,2020/08/18 00:00:00,Programs Offered-Teen,1
673,NoBo,2020/09/18 00:00:00,Programs Offered-Teen,2
674,NoBo,2020/10/18 00:00:00,Programs Offered-Teen,2
675,NoBo,2020/11/18 00:00:00,Programs Offered-Teen,2
676,NoBo,2020/12/18 00:00:00,Programs Offered-Teen,2
677,Carnegie,2020/01/18 00:00:00,Programs Offered-Teen,0
678,Carnegie,2020/02/18 00:00:00,Programs Offered-Teen,0
679,Carnegie,2020/03/18 00:00:00,Programs Offered-Teen,0
680,Carnegie,2020/04/18 00:00:00,Programs Offered-Teen,0
681,Carnegie,2020/05/18 00:00:00,Programs Offered-Teen,0
682,Carnegie,2020/06/18 00:00:00,Programs Offered-Teen,0
683,Carnegie,2020/07/18 00:00:00,Programs Offered-Teen,0
684,Carnegie,2020/08/18 00:00:00,Programs Offered-Teen,0
685,Carnegie,2020/02/18 00:00:00,Programs Offered-Children,0
686,Meadows,2020/06/18 00:00:00,Storytime Attendance,273
687,NoBo,2020/11/18 00:00:00,Programs Attendance-Children,69
688,Carnegie,2020/03/18 00:00:00,Programs Offered-Children,0
689,Meadows,2020/07/18 00:00:00,Storytime Attendance,350
690,NoBo,2020/12/18 00:00:00,Programs Attendance-Children,82
691,Carnegie,2020/04/18 00:00:00,Programs Offered-Children,0
692,Meadows,2020/08/18 00:00:00,Storytime Attendance,271
693,Carnegie,2020/01/18 00:00:00,Programs Attendance-Children,0
694,Carnegie,2020/05/18 00:00:00,Programs Offered-Children,0
695,Meadows,2020/09/18 00:00:00,Storytime Attendance,218
696,Carnegie,2020/02/18 00:00:00,Programs Attendance-Children,0
697,Carnegie,2020/06/18 00:00:00,Programs Offered-Children,0
698,Meadows,2020/10/18 00:00:00,Storytime Attendance,268
699,Carnegie,2020/03/18 00:00:00,Programs Attendance-Children,0
700,Carnegie,2020/07/18 00:00:00,Programs Offered-Children,0
701,Meadows,2020/11/18 00:00:00,Storytime Attendance,239
702,Carnegie,2020/04/18 00:00:00,Programs Attendance-Children,0
703,Carnegie,2020/08/18 00:00:00,Programs Offered-Children,0
704,Meadows,2020/12/18 00:00:00,Storytime Attendance,202
705,Carnegie,2020/05/18 00:00:00,Programs Attendance-Children,0
706,Carnegie,2020/09/18 00:00:00,Programs Offered-Children,0
707,Reynolds,2020/01/18 00:00:00,Storytime Attendance,219
708,Carnegie,2020/06/18 00:00:00,Programs Attendance-Children,0
709,Carnegie,2020/10/18 00:00:00,Programs Offered-Children,0
710,Reynolds,2020/02/18 00:00:00,Storytime Attendance,272
711,Carnegie,2020/07/18 00:00:00,Programs Attendance-Children,0
712,Carnegie,2020/11/18 00:00:00,Programs Offered-Children,0
713,Reynolds,2020/03/18 00:00:00,Storytime Attendance,410
714,Carnegie,2020/08/18 00:00:00,Programs Attendance-Children,0
715,Carnegie,2020/12/18 00:00:00,Programs Offered-Children,0
716,Reynolds,2020/04/18 00:00:00,Storytime Attendance,377
717,Carnegie,2020/09/18 00:00:00,Programs Attendance-Children,0
718,Main,2020/01/18 00:00:00,Programs Attendance-Children,569
719,Reynolds,2020/05/18 00:00:00,Storytime Attendance,405
720,Carnegie,2020/10/18 00:00:00,Programs Attendance-Children,0
721,Main,2020/02/18 00:00:00,Programs Attendance-Children,724
722,Main,2020/03/18 00:00:00,Programs Attendance-Children,844
723,Main,2020/04/18 00:00:00,Programs Attendance-Children,1317
724,Main,2020/05/18 00:00:00,Programs Attendance-Children,941
725,Main,2020/06/18 00:00:00,Programs Attendance-Children,969
726,Main,2020/07/18 00:00:00,Programs Attendance-Children,2927
727,Main,2020/08/18 00:00:00,Programs Attendance-Children,191
728,Main,2020/09/18 00:00:00,Programs Attendance-Children,1293
729,Main,2020/10/18 00:00:00,Programs Attendance-Children,1052
730,Main,2020/11/18 00:00:00,Programs Attendance-Children,725
731,Main,2020/12/18 00:00:00,Programs Attendance-Children,1581
732,Meadows,2020/01/18 00:00:00,Programs Attendance-Children,244
733,Meadows,2020/02/18 00:00:00,Programs Attendance-Children,251
734,Meadows,2020/03/18 00:00:00,Programs Attendance-Children,202
735,Meadows,2020/04/18 00:00:00,Programs Attendance-Children,530
736,Carnegie,2020/11/18 00:00:00,Programs Attendance-Children,0
737,Carnegie,2020/12/18 00:00:00,Programs Attendance-Children,0
738,Main,2020/01/18 00:00:00,Programs Offered-Teen,10
739,Main,2020/02/18 00:00:00,Programs Offered-Teen,17
740,Main,2020/03/18 00:00:00,Programs Offered-Teen,8
741,Main,2020/04/18 00:00:00,Programs Offered-Teen,6
742,Main,2020/05/18 00:00:00,Programs Offered-Teen,13
743,Main,2020/06/18 00:00:00,Programs Offered-Teen,7
744,Reynolds,2020/06/18 00:00:00,Storytime Attendance,425
745,Reynolds,2020/07/18 00:00:00,Storytime Attendance,395
746,Reynolds,2020/08/18 00:00:00,Storytime Attendance,286
747,Reynolds,2020/09/18 00:00:00,Storytime Attendance,366
748,Reynolds,2020/10/18 00:00:00,Storytime Attendance,494
749,Reynolds,2020/11/18 00:00:00,Storytime Attendance,538
750,Reynolds,2020/12/18 00:00:00,Storytime Attendance,353
751,Main,2020/07/18 00:00:00,Programs Attendance-Adult,962
752,Main,2020/08/18 00:00:00,Programs Attendance-Adult,1428
753,Main,2020/09/18 00:00:00,Programs Attendance-Adult,8652
754,Main,2020/10/18 00:00:00,Programs Attendance-Adult,1869
755,Main,2020/11/18 00:00:00,Programs Attendance-Adult,1419
756,Main,2020/12/18 00:00:00,Programs Attendance-Adult,1807
757,Meadows,2020/01/18 00:00:00,Programs Attendance-Adult,312
758,Meadows,2020/02/18 00:00:00,Programs Attendance-Adult,252
759,Meadows,2020/03/18 00:00:00,Programs Attendance-Adult,252
760,Meadows,2020/04/18 00:00:00,Programs Attendance-Adult,207
761,Meadows,2020/05/18 00:00:00,Programs Attendance-Adult,324
762,Meadows,2020/06/18 00:00:00,Programs Attendance-Adult,250
763,Meadows,2020/07/18 00:00:00,Programs Attendance-Adult,340
764,Meadows,2020/08/18 00:00:00,Programs Attendance-Adult,264
765,Meadows,2020/09/18 00:00:00,Programs Attendance-Adult,228
766,Meadows,2020/10/18 00:00:00,Programs Attendance-Adult,251
767,Meadows,2020/11/18 00:00:00,Programs Attendance-Adult,225
768,Meadows,2020/12/18 00:00:00,Programs Attendance-Adult,205
769,Reynolds,2020/01/18 00:00:00,Programs Attendance-Adult,12
770,Reynolds,2020/02/18 00:00:00,Programs Attendance-Adult,0
771,Reynolds,2020/03/18 00:00:00,Programs Attendance-Adult,12
772,Reynolds,2020/04/18 00:00:00,Programs Attendance-Adult,12
773,Reynolds,2020/05/18 00:00:00,Programs Attendance-Adult,12
774,Reynolds,2020/06/18 00:00:00,Programs Attendance-Adult,12
775,Reynolds,2020/07/18 00:00:00,Programs Attendance-Adult,12
776,Reynolds,2020/08/18 00:00:00,Programs Attendance-Adult,12
777,Reynolds,2020/09/18 00:00:00,Programs Attendance-Adult,12
778,Reynolds,2020/10/18 00:00:00,Programs Attendance-Adult,201
779,Reynolds,2020/11/18 00:00:00,Programs Attendance-Adult,12
780,Reynolds,2020/12/18 00:00:00,Programs Attendance-Adult,68
781,NoBo,2020/01/18 00:00:00,Programs Attendance-Adult,0
782,NoBo,2020/02/18 00:00:00,Programs Attendance-Adult,0
783,NoBo,2020/03/18 00:00:00,Programs Attendance-Adult,0
784,NoBo,2020/04/18 00:00:00,Programs Attendance-Adult,0
785,NoBo,2020/05/18 00:00:00,Programs Attendance-Adult,0
786,NoBo,2020/06/18 00:00:00,Programs Attendance-Adult,0
787,NoBo,2020/07/18 00:00:00,Programs Attendance-Adult,0
788,NoBo,2020/08/18 00:00:00,Programs Attendance-Adult,120
789,NoBo,2020/09/18 00:00:00,Programs Attendance-Adult,0
790,NoBo,2020/10/18 00:00:00,Programs Attendance-Adult,0
791,NoBo,2020/11/18 00:00:00,Programs Attendance-Adult,0
792,NoBo,2020/12/18 00:00:00,Programs Attendance-Adult,0
793,Carnegie,2020/01/18 00:00:00,Programs Attendance-Adult,0
794,Carnegie,2020/02/18 00:00:00,Programs Attendance-Adult,0
795,Carnegie,2020/03/18 00:00:00,Programs Attendance-Adult,8
796,Carnegie,2020/04/18 00:00:00,Programs Attendance-Adult,0
797,Carnegie,2020/05/18 00:00:00,Programs Attendance-Adult,0
798,Carnegie,2020/06/18 00:00:00,Programs Attendance-Adult,0
799,Carnegie,2020/07/18 00:00:00,Programs Attendance-Adult,7
800,Carnegie,2020/08/18 00:00:00,Programs Attendance-Adult,0
801,Meadows,2020/03/17 00:00:00,Circulation (Collections),19419
802,Meadows,2020/04/17 00:00:00,Circulation (Collections),17936
803,Meadows,2020/05/17 00:00:00,Circulation (Collections),18236
804,Meadows,2020/06/17 00:00:00,Circulation (Collections),19488
805,Meadows,2020/07/17 00:00:00,Circulation (Collections),19033
806,Meadows,2020/08/17 00:00:00,Circulation (Collections),18217
807,Meadows,2020/09/17 00:00:00,Circulation (Collections),16746
808,Meadows,2020/10/17 00:00:00,Circulation (Collections),18193
809,Meadows,2020/11/17 00:00:00,Circulation (Collections),18505
810,Meadows,2020/12/17 00:00:00,Circulation (Collections),17206
811,Reynolds,2020/01/17 00:00:00,Circulation (Collections),18439
812,Reynolds,2020/02/17 00:00:00,Circulation (Collections),17501
813,Reynolds,2020/03/17 00:00:00,Circulation (Collections),19642
814,Reynolds,2020/04/17 00:00:00,Circulation (Collections),18649
815,Reynolds,2020/05/17 00:00:00,Circulation (Collections),18883
816,Reynolds,2020/06/17 00:00:00,Circulation (Collections),19546
817,Reynolds,2020/07/17 00:00:00,Circulation (Collections),19297
818,Reynolds,2020/08/17 00:00:00,Circulation (Collections),18503
819,Reynolds,2020/09/17 00:00:00,Circulation (Collections),17504
820,Reynolds,2020/10/17 00:00:00,Circulation (Collections),18450
821,Reynolds,2020/11/17 00:00:00,Circulation (Collections),19490
822,Reynolds,2020/12/17 00:00:00,Circulation (Collections),17302
823,NoBo,2020/01/17 00:00:00,Circulation (Collections),3468
824,NoBo,2020/02/17 00:00:00,Circulation (Collections),3092
825,NoBo,2020/03/17 00:00:00,Circulation (Collections),3505
826,NoBo,2020/04/17 00:00:00,Circulation (Collections),3207
827,NoBo,2020/05/17 00:00:00,Circulation (Collections),3176
828,NoBo,2020/06/17 00:00:00,Circulation (Collections),3288
829,NoBo,2020/07/17 00:00:00,Circulation (Collections),3334
830,NoBo,2020/08/17 00:00:00,Circulation (Collections),3499
831,NoBo,2020/09/17 00:00:00,Circulation (Collections),3197
832,NoBo,2020/10/17 00:00:00,Circulation (Collections),3308
833,NoBo,2020/11/17 00:00:00,Circulation (Collections),3196
834,NoBo,2020/12/17 00:00:00,Circulation (Collections),3257
835,System,2020/01/17 00:00:00,Circulation (Patron Activity),114949
836,System,2020/02/17 00:00:00,Circulation (Patron Activity),108465
837,System,2020/03/17 00:00:00,Circulation (Patron Activity),122641
838,System,2020/04/17 00:00:00,Circulation (Patron Activity),114767
839,System,2020/05/17 00:00:00,Circulation (Patron Activity),114093
840,System,2020/06/17 00:00:00,Circulation (Patron Activity),118410
841,System,2020/07/17 00:00:00,Circulation (Patron Activity),120539
842,System,2020/08/17 00:00:00,Circulation (Patron Activity),114605
843,System,2020/09/17 00:00:00,Circulation (Patron Activity),104853
844,System,2020/10/17 00:00:00,Circulation (Patron Activity),113222
845,System,2020/11/17 00:00:00,Circulation (Patron Activity),114172
846,System,2020/12/17 00:00:00,Circulation (Patron Activity),107829
847,System,2020/01/17 00:00:00,Web sessions,113056
848,System,2020/02/17 00:00:00,Web sessions,102733
849,System,2020/03/17 00:00:00,Web sessions,114797
850,System,2020/04/17 00:00:00,Web sessions,109901
851,NoBo,2020/11/18 00:00:00,Programs Attendance-Teen,3
852,NoBo,2020/12/18 00:00:00,Programs Attendance-Teen,0
853,Carnegie,2020/01/18 00:00:00,Programs Attendance-Teen,0
854,Carnegie,2020/02/18 00:00:00,Programs Attendance-Teen,0
855,Carnegie,2020/03/18 00:00:00,Programs Attendance-Teen,0
856,Carnegie,2020/04/18 00:00:00,Programs Attendance-Teen,0
857,Carnegie,2020/05/18 00:00:00,Programs Attendance-Teen,0
858,Carnegie,2020/06/18 00:00:00,Programs Attendance-Teen,0
859,Carnegie,2020/07/18 00:00:00,Programs Attendance-Teen,0
860,Carnegie,2020/09/17 00:00:00,Door Counts,147
861,Carnegie,2020/08/18 00:00:00,Programs Attendance-Teen,0
862,System,2020/05/17 00:00:00,Web sessions,109918
863,Carnegie,2020/09/18 00:00:00,Programs Attendance-Teen,0
864,Carnegie,2020/10/18 00:00:00,Programs Attendance-Teen,0
865,System,2020/01/18 00:00:00,DART Ref Transactions,
866,Main,2020/07/17 00:00:00,Door Counts,58009
867,Carnegie,2020/10/17 00:00:00,Door Counts,204
868,Main,2020/08/17 00:00:00,Door Counts,58540
869,System,2020/02/18 00:00:00,DART Ref Transactions,
870,System,2020/06/17 00:00:00,Web sessions,108874
871,Main,2020/09/17 00:00:00,Door Counts,60177
872,System,2020/03/18 00:00:00,DART Ref Transactions,
873,Carnegie,2020/11/17 00:00:00,Door Counts,142
874,Carnegie,2020/11/18 00:00:00,Programs Attendance-Teen,0
875,System,2020/04/18 00:00:00,DART Ref Transactions,
876,Main,2020/10/17 00:00:00,Door Counts,58025
877,System,2020/07/17 00:00:00,Web sessions,112833
878,Carnegie,2020/12/17 00:00:00,Door Counts,141
879,Carnegie,2020/12/18 00:00:00,Programs Attendance-Teen,0
880,System,2020/05/18 00:00:00,DART Ref Transactions,
881,Main,2020/11/17 00:00:00,Door Counts,52005
882,System,2020/08/17 00:00:00,Web sessions,116025
883,Main,2020/01/17 00:00:00,Holds Filled (Collections),10556
884,BPL,2020/01/18 00:00:00,Outreach Events,0
885,System,2020/06/18 00:00:00,DART Ref Transactions,31322
886,Main,2020/12/17 00:00:00,Door Counts,51443
887,System,2020/09/17 00:00:00,Web sessions,113961
