DateTime,Holiday,HolidayFlag,DayOfWeek,WeekOfYear,Day,Month,Year,PeriodOfDay,ORKTemperature,ORKWindspeed,CO2Intensity,ActualWindProduction,SystemLoadEP2,SMPEP2
31/03/2012 17:00,None,0,5,13,31,3,2012,34,11.00,13.00,585.05,200.00,4015.66,73.73
31/03/2012 17:30,None,0,5,13,31,3,2012,35,11.00,14.80,577.40,173.00,4088.80,90.69
31/03/2012 18:00,None,0,5,13,31,3,2012,36,11.00,16.70,564.89,165.00,4104.57,90.81
31/03/2012 18:30,None,0,5,13,31,3,2012,37,11.00,14.80,566.36,156.00,4085.91,86.57
31/03/2012 19:00,None,0,5,13,31,3,2012,38,10.00,13.00,574.91,147.00,4035.46,74.86
31/03/2012 19:30,None,0,5,13,31,3,2012,39,10.00,14.80,580.01,155.00,3983.85,73.73
31/03/2012 20:00,None,0,5,13,31,3,2012,40,9.00,20.40,583.55,146.00,4126.94,91.37
31/03/2012 20:30,None,0,5,13,31,3,2012,41,9.00,16.70,549.14,140.00,4253.29,106.33
31/03/2012 21:00,None,0,5,13,31,3,2012,42,9.00,16.70,547.28,141.00,4171.85,102.21
31/03/2012 21:30,None,0,5,13,31,3,2012,43,9.00,11.10,564.74,133.00,4011.45,77.53
31/03/2012 22:00,None,0,5,13,31,3,2012,44,9.00,11.10,584.00,121.00,3812.31,49.80
31/03/2012 22:30,None,0,5,13,31,3,2012,45,9.00,11.10,588.32,113.00,3636.41,49.53
31/03/2012 23:00,None,0,5,13,31,3,2012,46,9.00,11.10,573.05,128.00,3491.05,49.53
31/03/2012 23:30,None,0,5,13,31,3,2012,47,9.00,11.10,573.51,88.00,3351.52,47.21
01/04/2012 00:00,None,0,6,13,1,4,2012,0,8.00,11.10,556.98,62.00,3216.32,46.75
01/04/2012 00:30,None,0,6,13,1,4,2012,1,8.00,11.10,553.52,61.00,3106.49,46.73
01/04/2012 01:00,None,0,6,13,1,4,2012,2,8.00,11.10,569.32,57.00,2993.15,46.73
01/04/2012 01:30,None,0,6,13,1,4,2012,3,8.00,9.30,565.67,60.00,2894.60,46.73
01/04/2012 02:00,None,0,6,13,1,4,2012,4,8.00,9.30,558.60,45.00,2830.00,46.31
01/04/2012 02:30,None,0,6,13,1,4,2012,5,8.00,11.10,569.11,36.00,2746.51,46.31
01/04/2012 03:00,None,0,6,13,1,4,2012,6,7.00,7.40,591.57,31.00,2689.51,46.31
01/04/2012 03:30,None,0,6,13,1,4,2012,7,7.00,9.30,580.94,31.00,2648.81,46.31
01/04/2012 04:00,None,0,6,13,1,4,2012,8,6.00,9.30,613.16,26.00,2621.66,46.31
01/04/2012 04:30,None,0,6,13,1,4,2012,9,6.00,9.30,616.42,25.00,2619.69,46.31
01/04/2012 05:00,None,0,6,13,1,4,2012,10,5.00,11.10,658.01,24.00,2630.37,46.73
01/04/2012 05:30,None,0,6,13,1,4,2012,11,5.00,9.30,669.16,27.00,2621.15,46.73
01/04/2012 06:00,None,0,6,13,1,4,2012,12,4.00,5.60,669.78,31.00,2659.84,44.70
01/04/2012 06:30,None,0,6,13,1,4,2012,13,5.00,9.30,667.13,29.00,2665.27,44.70
01/04/2012 07:00,None,0,6,13,1,4,2012,14,5.00,9.30,671.22,28.00,2679.84,44.70
01/04/2012 07:30,None,0,6,13,1,4,2012,15,4.00,9.30,672.57,29.00,2805.62,44.82
01/04/2012 08:00,None,0,6,13,1,4,2012,16,4.00,9.30,651.66,23.00,3006.43,44.82
01/04/2012 08:30,None,0,6,13,1,4,2012,17,5.00,9.30,607.50,21.00,3201.97,44.82
01/04/2012 09:00,None,0,6,13,1,4,2012,18,6.00,9.30,611.51,14.00,3388.96,45.56
01/04/2012 09:30,None,0,6,13,1,4,2012,19,7.00,9.30,631.59,9.00,3549.70,46.75
01/04/2012 10:00,None,0,6,13,1,4,2012,20,8.00,9.30,621.11,9.00,3702.22,49.67
01/04/2012 10:30,None,0,6,13,1,4,2012,21,8.00,7.40,614.48,10.00,3789.55,61.14
01/04/2012 11:00,None,0,6,13,1,4,2012,22,9.00,5.60,608.48,11.00,3875.78,70.58
01/04/2012 11:30,None,0,6,13,1,4,2012,23,9.00,5.60,603.61,15.00,3925.36,74.83
01/04/2012 12:00,None,0,6,13,1,4,2012,24,10.00,7.40,592.97,13.00,4040.00,83.02
01/04/2012 12:30,None,0,6,13,1,4,2012,25,11.00,5.60,593.71,16.00,4090.76,83.02
01/04/2012 13:00,None,0,6,13,1,4,2012,26,11.00,5.60,593.16,17.00,4067.12,83.02
01/04/2012 13:30,None,0,6,13,1,4,2012,27,11.00,3.70,591.31,21.00,3968.56,74.44
01/04/2012 14:00,None,0,6,13,1,4,2012,28,11.00,1.90,599.45,17.00,3861.68,69.79
01/04/2012 14:30,None,0,6,13,1,4,2012,29,11.00,1.90,601.18,20.00,3774.82,60.68
01/04/2012 15:00,None,0,6,13,1,4,2012,30,11.00,5.60,626.23,39.00,3734.75,58.22
01/04/2012 15:30,None,0,6,13,1,4,2012,31,11.00,9.30,629.46,47.00,3732.91,58.22
01/04/2012 16:00,None,0,6,13,1,4,2012,32,11.00,7.40,634.67,32.00,3752.70,58.22
01/04/2012 16:30,None,0,6,13,1,4,2012,33,11.00,7.40,639.67,29.00,3795.24,58.40
01/04/2012 17:00,None,0,6,13,1,4,2012,34,10.00,9.30,642.09,30.00,3868.63,67.02
01/04/2012 17:30,None,0,6,13,1,4,2012,35,10.00,7.40,627.15,24.00,3928.87,73.21
01/04/2012 18:00,None,0,6,13,1,4,2012,36,10.00,5.60,616.75,29.00,3935.79,73.98
01/04/2012 18:30,None,0,6,13,1,4,2012,37,10.00,5.60,603.22,25.00,3912.79,72.38
01/04/2012 19:00,None,0,6,13,1,4,2012,38,10.00,3.70,599.94,24.00,3873.72,68.86
01/04/2012 19:30,None,0,6,13,1,4,2012,39,?,?,600.60,29.00,3896.77,71.97
01/04/2012 20:00,None,0,6,13,1,4,2012,40,8.00,9.30,601.19,25.00,4070.32,99.48
01/04/2012 20:30,None,0,6,13,1,4,2012,41,8.00,7.40,585.26,28.00,4143.45,109.07
01/04/2012 21:00,None,0,6,13,1,4,2012,42,8.00,7.40,582.20,28.00,4072.94,106.61
01/04/2012 21:30,None,0,6,13,1,4,2012,43,8.00,7.40,585.33,27.00,3899.01,105.42
01/04/2012 22:00,None,0,6,13,1,4,2012,44,8.00,9.30,607.10,26.00,3733.14,105.42
01/04/2012 22:30,None,0,6,13,1,4,2012,45,8.00,3.70,627.23,31.00,3523.76,77.01
01/04/2012 23:00,None,0,6,13,1,4,2012,46,8.00,1.90,590.61,26.00,3311.61,70.82
01/04/2012 23:30,None,0,6,13,1,4,2012,47,8.00,7.40,583.72,24.00,3128.95,70.40
02/04/2012 00:00,None,0,0,14,2,4,2012,0,8.00,7.40,577.71,21.00,3094.87,70.40
02/04/2012 00:30,None,0,0,14,2,4,2012,1,8.00,7.40,568.25,23.00,2997.68,70.40
02/04/2012 01:00,None,0,0,14,2,4,2012,2,9.00,7.40,568.26,17.00,2899.82,70.40
02/04/2012 01:30,None,0,0,14,2,4,2012,3,9.00,9.30,578.98,23.00,2814.14,68.60
02/04/2012 02:00,None,0,0,14,2,4,2012,4,8.00,7.40,586.91,29.00,2752.67,66.77
02/04/2012 02:30,None,0,0,14,2,4,2012,5,8.00,11.10,601.20,27.00,2692.26,66.77
02/04/2012 03:00,None,0,0,14,2,4,2012,6,8.00,9.30,588.73,30.00,2656.38,66.77
02/04/2012 03:30,None,0,0,14,2,4,2012,7,8.00,9.30,575.76,29.00,2627.44,66.77
02/04/2012 04:00,None,0,0,14,2,4,2012,8,8.00,9.30,579.02,31.00,2618.57,66.77
02/04/2012 04:30,None,0,0,14,2,4,2012,9,8.00,11.10,577.15,32.00,2636.36,66.77
02/04/2012 05:00,None,0,0,14,2,4,2012,10,7.00,11.10,600.43,28.00,2687.78,70.27
02/04/2012 05:30,None,0,0,14,2,4,2012,11,7.00,11.10,582.50,34.00,2741.34,66.77
02/04/2012 06:00,None,0,0,14,2,4,2012,12,7.00,9.30,635.06,41.00,2935.52,47.37
02/04/2012 06:30,None,0,0,14,2,4,2012,13,7.00,7.40,632.85,39.00,3164.61,47.37
02/04/2012 07:00,None,0,0,14,2,4,2012,14,7.00,9.30,661.24,37.00,3495.31,47.84
02/04/2012 07:30,None,0,0,14,2,4,2012,15,7.00,9.30,659.78,44.00,3806.47,48.40
02/04/2012 08:00,None,0,0,14,2,4,2012,16,7.00,9.30,611.17,32.00,4152.73,52.61
02/04/2012 08:30,None,0,0,14,2,4,2012,17,7.00,9.30,570.51,37.00,4365.19,77.05
02/04/2012 09:00,None,0,0,14,2,4,2012,18,7.00,11.10,568.31,33.00,4515.37,96.76
02/04/2012 09:30,None,0,0,14,2,4,2012,19,7.00,11.10,559.28,31.00,4595.94,104.96
02/04/2012 10:00,None,0,0,14,2,4,2012,20,8.00,14.80,555.51,35.00,4640.85,104.81
02/04/2012 10:30,None,0,0,14,2,4,2012,21,8.00,16.70,552.70,27.00,4689.40,118.64
02/04/2012 11:00,None,0,0,14,2,4,2012,22,8.00,13.00,555.63,37.00,4708.36,112.89
02/04/2012 11:30,None,0,0,14,2,4,2012,23,9.00,13.00,564.72,36.00,4728.35,116.18
02/04/2012 12:00,None,0,0,14,2,4,2012,24,10.00,13.00,565.94,34.00,4760.60,103.68
02/04/2012 12:30,None,0,0,14,2,4,2012,25,10.00,14.80,567.17,34.00,4787.75,105.44
02/04/2012 13:00,None,0,0,14,2,4,2012,26,10.00,13.00,562.69,30.00,4737.22,92.74
02/04/2012 13:30,None,0,0,14,2,4,2012,27,10.00,11.10,569.44,41.00,4649.53,92.74
02/04/2012 14:00,None,0,0,14,2,4,2012,28,9.00,11.10,575.56,46.00,4633.18,92.24
02/04/2012 14:30,None,0,0,14,2,4,2012,29,10.00,?,573.78,52.00,4600.56,92.24
02/04/2012 15:00,None,0,0,14,2,4,2012,30,10.00,9.30,577.01,46.00,4598.73,92.24
02/04/2012 15:30,None,0,0,14,2,4,2012,31,10.00,9.30,579.49,52.00,4609.55,92.74
02/04/2012 16:00,None,0,0,14,2,4,2012,32,10.00,9.30,574.88,77.00,4662.56,99.63
02/04/2012 16:30,None,0,0,14,2,4,2012,33,10.00,9.30,580.03,83.00,4746.03,106.31
02/04/2012 17:00,None,0,0,14,2,4,2012,34,10.00,9.30,572.76,84.00,4818.57,120.77
02/04/2012 17:30,None,0,0,14,2,4,2012,35,10.00,11.10,567.13,89.00,4824.27,121.00
02/04/2012 18:00,None,0,0,14,2,4,2012,36,10.00,13.00,566.94,96.00,4716.91,101.50
02/04/2012 18:30,None,0,0,14,2,4,2012,37,10.00,13.00,577.94,107.00,4595.80,91.27
02/04/2012 19:00,None,0,0,14,2,4,2012,38,9.00,13.00,587.99,121.00,4505.41,90.77
02/04/2012 19:30,None,0,0,14,2,4,2012,39,9.00,14.80,594.80,111.00,4463.00,86.56
02/04/2012 20:00,None,0,0,14,2,4,2012,40,9.00,11.10,584.86,113.00,4550.52,116.37
02/04/2012 20:30,None,0,0,14,2,4,2012,41,9.00,9.30,576.88,115.00,4671.31,130.60
02/04/2012 21:00,None,0,0,14,2,4,2012,42,8.00,9.30,573.53,122.00,4583.13,141.07
02/04/2012 21:30,None,0,0,14,2,4,2012,43,8.00,9.30,584.50,146.00,4364.77,82.42
02/04/2012 22:00,None,0,0,14,2,4,2012,44,8.00,7.40,607.47,137.00,4143.86,48.40
02/04/2012 22:30,None,0,0,14,2,4,2012,45,8.00,11.10,618.48,135.00,3887.88,48.40
02/04/2012 23:00,None,0,0,14,2,4,2012,46,8.00,14.80,605.10,118.00,3628.43,47.84
02/04/2012 23:30,None,0,0,14,2,4,2012,47,8.00,13.00,602.75,139.00,3379.68,47.37
03/04/2012 00:00,None,0,1,14,3,4,2012,0,7.00,14.80,634.23,150.00,3283.89,46.03
03/04/2012 00:30,None,0,1,14,3,4,2012,1,7.00,11.10,615.75,193.00,3150.71,44.82
03/04/2012 01:00,None,0,1,14,3,4,2012,2,7.00,13.00,619.90,206.00,3018.50,44.82
03/04/2012 01:30,None,0,1,14,3,4,2012,3,6.00,14.80,590.47,244.00,2908.82,44.40
03/04/2012 02:00,None,0,1,14,3,4,2012,4,6.00,14.80,546.23,358.00,2842.12,44.40
03/04/2012 02:30,None,0,1,14,3,4,2012,5,5.00,13.00,549.22,346.00,2762.42,40.77
03/04/2012 03:00,None,0,1,14,3,4,2012,6,5.00,16.70,547.46,369.00,2695.31,40.77
03/04/2012 03:30,None,0,1,14,3,4,2012,7,5.00,16.70,540.08,329.00,2638.60,40.77
03/04/2012 04:00,None,0,1,14,3,4,2012,8,5.00,14.80,526.58,396.00,2618.15,36.47
03/04/2012 04:30,None,0,1,14,3,4,2012,9,5.00,13.00,499.17,452.00,2624.74,36.47
03/04/2012 05:00,None,0,1,14,3,4,2012,10,5.00,16.70,497.20,513.00,2644.54,33.73
03/04/2012 05:30,None,0,1,14,3,4,2012,11,5.00,14.80,489.10,523.00,2653.13,30.51
03/04/2012 06:00,None,0,1,14,3,4,2012,12,5.00,11.10,507.78,526.00,2815.95,53.34
03/04/2012 06:30,None,0,1,14,3,4,2012,13,5.00,13.00,516.93,565.00,3006.72,58.76
03/04/2012 07:00,None,0,1,14,3,4,2012,14,6.00,11.10,566.50,581.00,3305.36,61.52
03/04/2012 07:30,None,0,1,14,3,4,2012,15,6.00,13.00,561.13,585.00,3622.48,61.22
03/04/2012 08:00,None,0,1,14,3,4,2012,16,6.00,14.80,569.40,626.00,3980.89,66.82
03/04/2012 08:30,None,0,1,14,3,4,2012,17,7.00,14.80,529.21,646.00,4176.22,69.48
03/04/2012 09:00,None,0,1,14,3,4,2012,18,8.00,14.80,515.45,700.00,4352.49,72.26
03/04/2012 09:30,None,0,1,14,3,4,2012,19,8.00,20.40,507.76,679.00,4348.37,72.26
03/04/2012 10:00,None,0,1,14,3,4,2012,20,8.00,20.40,494.33,850.00,4343.12,65.21
03/04/2012 10:30,None,0,1,14,3,4,2012,21,8.00,18.50,507.51,879.00,4355.78,65.25
03/04/2012 11:00,None,0,1,14,3,4,2012,22,8.00,22.20,504.17,890.00,4400.55,65.21
03/04/2012 11:30,None,0,1,14,3,4,2012,23,6.00,29.60,506.13,982.00,4397.40,65.21
03/04/2012 12:00,None,0,1,14,3,4,2012,24,6.00,27.80,501.97,1027.00,4442.83,65.21
03/04/2012 12:30,None,0,1,14,3,4,2012,25,7.00,27.80,491.02,1044.00,4458.68,63.10
03/04/2012 13:00,None,0,1,14,3,4,2012,26,8.00,29.60,490.63,1068.00,4448.69,61.36
03/04/2012 13:30,None,0,1,14,3,4,2012,27,8.00,37.00,474.16,1136.00,4350.55,57.41
03/04/2012 14:00,None,0,1,14,3,4,2012,28,9.00,33.30,479.56,1107.00,4302.80,55.73
03/04/2012 14:30,None,0,1,14,3,4,2012,29,9.00,38.90,486.98,1101.00,4279.37,55.73
03/04/2012 15:00,None,0,1,14,3,4,2012,30,9.00,29.60,475.02,1162.00,4287.59,55.73
03/04/2012 15:30,None,0,1,14,3,4,2012,31,8.00,29.60,483.49,1144.00,4297.69,55.73
03/04/2012 16:00,None,0,1,14,3,4,2012,32,8.00,38.90,474.64,1209.00,4358.85,56.01
03/04/2012 16:30,None,0,1,14,3,4,2012,33,9.00,33.30,479.49,1194.00,4457.42,58.82
03/04/2012 17:00,None,0,1,14,3,4,2012,34,8.00,37.00,483.70,1198.00,4547.73,61.86
03/04/2012 17:30,None,0,1,14,3,4,2012,35,7.00,37.00,469.71,1221.00,4558.82,62.19
03/04/2012 18:00,None,0,1,14,3,4,2012,36,6.00,33.30,471.56,1211.00,4461.18,58.90
03/04/2012 18:30,None,0,1,14,3,4,2012,37,6.00,29.60,475.88,1171.00,4346.86,56.62
03/04/2012 19:00,None,0,1,14,3,4,2012,38,5.00,33.30,481.34,1148.00,4263.60,56.43
03/04/2012 19:30,None,0,1,14,3,4,2012,39,3.00,29.60,501.20,977.00,4232.51,59.71
03/04/2012 20:00,None,0,1,14,3,4,2012,40,4.00,27.80,491.94,930.00,4320.59,64.18
03/04/2012 20:30,None,0,1,14,3,4,2012,41,3.00,25.90,499.34,850.00,4507.41,65.94
03/04/2012 21:00,None,0,1,14,3,4,2012,42,3.00,22.20,494.15,838.00,4435.67,65.21
03/04/2012 21:30,None,0,1,14,3,4,2012,43,3.00,22.20,486.37,822.00,4250.52,63.65
03/04/2012 22:00,None,0,1,14,3,4,2012,44,3.00,25.90,482.29,773.00,3994.84,59.19
03/04/2012 22:30,None,0,1,14,3,4,2012,45,2.00,20.40,469.39,788.00,3704.10,60.47
03/04/2012 23:00,None,0,1,14,3,4,2012,46,2.00,20.40,475.96,753.00,3447.10,55.73
03/04/2012 23:30,None,0,1,14,3,4,2012,47,2.00,22.20,502.72,779.00,3210.59,53.33
04/04/2012 00:00,None,0,2,14,4,4,2012,0,1.00,20.40,522.57,785.00,3130.52,53.33
04/04/2012 00:30,None,0,2,14,4,4,2012,1,1.00,24.10,524.84,815.00,3008.04,52.13
04/04/2012 01:00,None,0,2,14,4,4,2012,2,1.00,27.80,524.60,835.00,2891.77,52.13
04/04/2012 01:30,None,0,2,14,4,4,2012,3,1.00,24.10,518.34,845.00,2802.55,52.13
04/04/2012 02:00,None,0,2,14,4,4,2012,4,1.00,22.20,515.89,819.00,2767.35,51.72
04/04/2012 02:30,None,0,2,14,4,4,2012,5,0.00,22.20,485.61,927.00,2692.19,51.72
04/04/2012 03:00,None,0,2,14,4,4,2012,6,0.00,22.20,488.03,896.00,2643.15,38.81
04/04/2012 03:30,None,0,2,14,4,4,2012,7,0.00,25.90,473.92,922.00,2611.80,38.81
04/04/2012 04:00,None,0,2,14,4,4,2012,8,0.00,24.10,461.14,944.00,2597.92,38.81
04/04/2012 04:30,None,0,2,14,4,4,2012,9,0.00,22.20,457.40,952.00,2602.59,38.81
04/04/2012 05:00,None,0,2,14,4,4,2012,10,0.00,29.60,440.83,972.00,2635.73,38.81
04/04/2012 05:30,None,0,2,14,4,4,2012,11,0.00,29.60,429.77,951.00,2683.04,38.81
04/04/2012 06:00,None,0,2,14,4,4,2012,12,0.00,31.50,433.72,991.00,2884.54,46.46
04/04/2012 06:30,None,0,2,14,4,4,2012,13,1.00,29.60,472.14,1003.00,3067.40,46.46
04/04/2012 07:00,None,0,2,14,4,4,2012,14,1.00,25.90,521.18,992.00,3392.88,46.71
04/04/2012 07:30,None,0,2,14,4,4,2012,15,1.00,24.10,541.30,988.00,3715.44,47.11
04/04/2012 08:00,None,0,2,14,4,4,2012,16,1.00,25.90,540.64,979.00,4080.97,61.58
04/04/2012 08:30,None,0,2,14,4,4,2012,17,2.00,37.00,519.92,974.00,4310.07,70.39
04/04/2012 09:00,None,0,2,14,4,4,2012,18,3.00,40.70,502.46,1001.00,4438.57,71.47
04/04/2012 09:30,None,0,2,14,4,4,2012,19,3.00,37.00,480.81,1150.00,4503.02,70.28
04/04/2012 10:00,None,0,2,14,4,4,2012,20,3.00,42.60,477.03,1177.00,4525.59,69.22
04/04/2012 10:30,None,0,2,14,4,4,2012,21,4.00,40.70,477.87,1202.00,4561.00,69.93
04/04/2012 11:00,None,0,2,14,4,4,2012,22,5.00,44.40,474.58,1212.00,4589.72,64.16
04/04/2012 11:30,None,0,2,14,4,4,2012,23,5.00,59.30,479.55,1171.00,4606.64,64.16
04/04/2012 12:00,None,0,2,14,4,4,2012,24,6.00,55.60,476.06,1197.00,4628.55,64.16
04/04/2012 12:30,None,0,2,14,4,4,2012,25,6.00,50.00,477.50,1179.00,4649.69,64.16
04/04/2012 13:00,None,0,2,14,4,4,2012,26,6.00,42.60,471.61,1157.00,4578.57,64.16
04/04/2012 13:30,None,0,2,14,4,4,2012,27,7.00,46.30,474.22,1171.00,4469.17,64.16
04/04/2012 14:00,None,0,2,14,4,4,2012,28,7.00,38.90,480.35,1158.00,4425.22,64.16
04/04/2012 14:30,None,0,2,14,4,4,2012,29,7.00,44.40,488.77,1149.00,4401.75,64.16
04/04/2012 15:00,None,0,2,14,4,4,2012,30,8.00,44.40,487.81,1152.00,4387.63,64.04
04/04/2012 15:30,None,0,2,14,4,4,2012,31,8.00,44.40,491.13,1112.00,4395.56,64.16
04/04/2012 16:00,None,0,2,14,4,4,2012,32,8.00,44.40,493.40,1090.00,4440.53,64.16
04/04/2012 16:30,None,0,2,14,4,4,2012,33,8.00,44.40,492.68,1083.00,4523.38,64.16
04/04/2012 17:00,None,0,2,14,4,4,2012,34,8.00,44.40,493.08,1065.00,4606.26,68.32
04/04/2012 17:30,None,0,2,14,4,4,2012,35,7.00,37.00,495.11,1012.00,4615.93,73.03
04/04/2012 18:00,None,0,2,14,4,4,2012,36,7.00,37.00,502.87,976.00,4558.81,69.58
04/04/2012 18:30,None,0,2,14,4,4,2012,37,6.00,33.30,499.27,945.00,4487.03,67.16
04/04/2012 19:00,None,0,2,14,4,4,2012,38,6.00,31.50,506.98,897.00,4421.01,67.51
04/04/2012 19:30,None,0,2,14,4,4,2012,39,6.00,35.20,513.76,825.00,4398.18,86.44
04/04/2012 20:00,None,0,2,14,4,4,2012,40,6.00,27.80,507.38,788.00,4536.71,98.83
04/04/2012 20:30,None,0,2,14,4,4,2012,41,6.00,37.00,506.48,726.00,4739.75,154.24
04/04/2012 21:00,None,0,2,14,4,4,2012,42,5.00,33.30,503.39,673.00,4666.15,116.16
04/04/2012 21:30,None,0,2,14,4,4,2012,43,5.00,31.50,511.35,665.00,4475.92,88.93
04/04/2012 22:00,None,0,2,14,4,4,2012,44,5.00,35.20,530.99,685.00,4247.21,86.44
04/04/2012 22:30,None,0,2,14,4,4,2012,45,5.00,24.10,540.75,652.00,3961.56,63.79
04/04/2012 23:00,None,0,2,14,4,4,2012,46,4.00,22.20,511.45,629.00,3690.36,60.97
04/04/2012 23:30,None,0,2,14,4,4,2012,47,4.00,18.50,486.02,630.00,3491.94,56.66
05/04/2012 00:00,None,0,3,14,5,4,2012,0,4.00,20.40,518.37,602.00,3334.97,59.36
05/04/2012 00:30,None,0,3,14,5,4,2012,1,4.00,20.40,511.76,581.00,3191.47,56.66
05/04/2012 01:00,None,0,3,14,5,4,2012,2,3.00,27.80,518.71,595.00,3085.54,56.66
05/04/2012 01:30,None,0,3,14,5,4,2012,3,4.00,31.50,525.51,578.00,3007.20,56.26
05/04/2012 02:00,None,0,3,14,5,4,2012,4,4.00,31.50,522.64,553.00,2977.12,56.66
05/04/2012 02:30,None,0,3,14,5,4,2012,5,3.00,27.80,541.91,496.00,2917.78,56.26
05/04/2012 03:00,None,0,3,14,5,4,2012,6,3.00,25.90,537.56,544.00,2885.32,56.26
05/04/2012 03:30,None,0,3,14,5,4,2012,7,2.00,27.80,548.33,497.00,2827.11,56.26
05/04/2012 04:00,None,0,3,14,5,4,2012,8,2.00,22.20,546.71,512.00,2815.64,56.26
05/04/2012 04:30,None,0,3,14,5,4,2012,9,2.00,24.10,545.86,514.00,2851.24,56.26
05/04/2012 05:00,None,0,3,14,5,4,2012,10,2.00,22.20,540.27,535.00,2904.01,56.26
05/04/2012 05:30,None,0,3,14,5,4,2012,11,2.00,22.20,542.08,525.00,2940.11,54.35
05/04/2012 06:00,None,0,3,14,5,4,2012,12,1.00,20.40,580.45,461.00,3139.38,45.53
05/04/2012 06:30,None,0,3,14,5,4,2012,13,2.00,22.20,584.10,444.00,3297.25,45.53
05/04/2012 07:00,None,0,3,14,5,4,2012,14,2.00,18.50,594.82,396.00,3620.23,46.35
05/04/2012 07:30,None,0,3,14,5,4,2012,15,1.00,20.40,623.30,371.00,3975.06,50.41
05/04/2012 08:00,None,0,3,14,5,4,2012,16,2.00,18.50,610.87,323.00,4328.48,49.27
05/04/2012 08:30,None,0,3,14,5,4,2012,17,3.00,22.20,570.19,330.00,4547.34,51.79
05/04/2012 09:00,None,0,3,14,5,4,2012,18,4.00,24.10,563.45,320.00,4680.24,51.79
05/04/2012 09:30,None,0,3,14,5,4,2012,19,4.00,22.20,546.14,356.00,4728.70,51.79
05/04/2012 10:00,None,0,3,14,5,4,2012,20,5.00,27.80,542.04,397.00,4731.26,51.79
05/04/2012 10:30,None,0,3,14,5,4,2012,21,5.00,33.30,533.98,438.00,4723.55,51.79
05/04/2012 11:00,None,0,3,14,5,4,2012,22,6.00,35.20,533.56,426.00,4717.23,51.79
05/04/2012 11:30,None,0,3,14,5,4,2012,23,7.00,31.50,539.91,435.00,4683.49,49.56
05/04/2012 12:00,None,0,3,14,5,4,2012,24,7.00,31.50,539.15,443.00,4696.91,51.79
05/04/2012 12:30,None,0,3,14,5,4,2012,25,7.00,31.50,542.76,417.00,4704.54,51.78
05/04/2012 13:00,None,0,3,14,5,4,2012,26,9.00,27.80,543.56,395.00,4633.01,51.78
05/04/2012 13:30,None,0,3,14,5,4,2012,27,8.00,24.10,554.13,327.00,4539.56,49.33
05/04/2012 14:00,None,0,3,14,5,4,2012,28,9.00,25.90,564.56,323.00,4509.20,49.26
05/04/2012 14:30,None,0,3,14,5,4,2012,29,9.00,22.20,571.54,279.00,4474.71,49.17
05/04/2012 15:00,None,0,3,14,5,4,2012,30,9.00,25.90,574.78,277.00,4448.32,49.12
05/04/2012 15:30,None,0,3,14,5,4,2012,31,9.00,22.20,577.98,259.00,4441.06,49.12
05/04/2012 16:00,None,0,3,14,5,4,2012,32,9.00,22.20,582.09,240.00,4463.70,49.22
05/04/2012 16:30,None,0,3,14,5,4,2012,33,9.00,22.20,580.46,251.00,4501.69,49.35
05/04/2012 17:00,None,0,3,14,5,4,2012,34,10.00,20.40,576.31,256.00,4563.22,49.55
05/04/2012 17:30,None,0,3,14,5,4,2012,35,9.00,22.20,573.21,244.00,4601.46,51.78
05/04/2012 18:00,None,0,3,14,5,4,2012,36,10.00,20.40,571.40,227.00,4568.07,51.78
05/04/2012 18:30,None,0,3,14,5,4,2012,37,9.00,20.40,574.24,192.00,4497.05,49.49
05/04/2012 19:00,None,0,3,14,5,4,2012,38,9.00,22.20,579.02,155.00,4413.80,49.28
05/04/2012 19:30,None,0,3,14,5,4,2012,39,8.00,14.80,580.82,129.00,4370.29,49.20
05/04/2012 20:00,None,0,3,14,5,4,2012,40,6.00,7.40,582.32,105.00,4489.41,49.47
05/04/2012 20:30,None,0,3,14,5,4,2012,41,5.00,9.30,563.71,106.00,4734.60,410.66
05/04/2012 21:00,None,0,3,14,5,4,2012,42,5.00,7.40,563.34,102.00,4716.13,333.80
05/04/2012 21:30,None,0,3,14,5,4,2012,43,5.00,3.70,574.42,96.00,4541.84,51.78
05/04/2012 22:00,None,0,3,14,5,4,2012,44,5.00,7.40,585.66,81.00,4330.44,49.41
05/04/2012 22:30,None,0,3,14,5,4,2012,45,5.00,9.30,574.87,69.00,4080.41,49.01
05/04/2012 23:00,None,0,3,14,5,4,2012,46,4.00,7.40,592.78,55.00,3816.95,47.13
05/04/2012 23:30,None,0,3,14,5,4,2012,47,4.00,5.60,600.06,53.00,3620.96,46.85
06/04/2012 00:00,Good Friday,1,4,14,6,4,2012,0,4.00,7.40,598.64,45.00,3523.33,46.77
06/04/2012 00:30,Good Friday,1,4,14,6,4,2012,1,4.00,5.60,590.35,59.00,3386.80,46.10
06/04/2012 01:00,Good Friday,1,4,14,6,4,2012,2,4.00,7.40,599.05,65.00,3254.81,46.10
06/04/2012 01:30,Good Friday,1,4,14,6,4,2012,3,4.00,11.10,585.62,65.00,3140.36,44.52
06/04/2012 02:00,Good Friday,1,4,14,6,4,2012,4,3.00,13.00,577.70,65.00,3074.28,43.79
06/04/2012 02:30,Good Friday,1,4,14,6,4,2012,5,3.00,16.70,563.72,59.00,2999.36,43.79
06/04/2012 03:00,Good Friday,1,4,14,6,4,2012,6,3.00,13.00,565.36,66.00,2934.47,43.79
